,srcid,field,root,root-1,sigma,fwhm_snr,PBroad,PCauchy,REH,AdG,JEG,Old Comments,New Comments,final
1143,37248,EGS,rubies-egs52-nod-v3,None,0.09406437370113793,1.516150238781827,0.07494197946987448,2.8860798384297826e-09,0.0,,,,,
1144,1386,EGS,rubies-egs52-nod-v3,None,0.09342111052802726,3.1946146693544537,0.07443097991998593,0.11661832670985292,,,,,,
1145,144773,UDS,rubies-uds31-v4,None,0.09322974887723089,1.740278403263278,0.07427895888105225,1.7862049518464532e-06,,,,,,
1146,40984,EGS,rubies-egs63-v4,None,0.09321575867982741,2.3070590417899033,0.07426784471733644,0.13597539138493947,,,,,,
1147,62624,UDS,rubies-uds3-v4,None,0.09319241789511268,1.7239473764368682,0.0742493021802702,0.006789912065256566,,,,,,
1148,39866,UDS,rubies-uds1-nod-v3,None,0.09301922909788747,3.0088804372260824,0.07411171515722044,0.016774954184399473,,,,,,
1149,64455,UDS,rubies-uds2-nod-v3,None,0.09274993950418829,1.3860303948821997,0.07389777801832483,3.3358090174621428e-18,,,,,,
1150,13219,EGS,rubies-egs63-nod-v3,None,0.09267774464231227,2.3417414714547196,0.07384042189568336,2.165154827619062e-154,,,,,,
1151,132184,UDS,rubies-uds22-nod-v3,None,0.09221098464046118,2.330603514698607,0.07346958925076076,0.011887710507378118,,,,,,N
1152,38259,UDS,rubies-uds33-v4,None,0.09215461899779309,1.7908513449863102,0.07342480665336011,0.06568836654893134,,,,,,
1153,26883,EGS,rubies-egs51-nod-v3,None,0.08995049855195442,1.285272027625647,0.0716734482787051,0.0,,,,,,
1154,50773,EGS,rubies-egs63-nod-v3,None,0.08935967400847723,2.3526994922607276,0.07120392930600992,0.6896037156420823,,,,,,
1155,175267,UDS,rubies-uds23-v4,None,0.08831062250835353,3.284974511864139,0.07037020359735043,0.9982700875874495,,,,,,
1156,20492,UDS,rubies-uds1-v4,None,0.08823118164996066,2.6580765702623603,0.07030706542124188,0.9725234683877191,,,,,,
1157,977881,UDS,rubies-uds31-v4,None,0.08788653092359919,3.5435632551164717,0.07003313805673013,0.7895466728567309,,,,,,
1158,17129,UDS,rubies-uds42-nod-v3,None,0.08762930678731906,,0.06982869167504063,2.107336942367544e-25,0.0,,,,,
1159,73642,EGS,rubies-egs61-nod-v3,None,0.08736037980087313,2.1864596972647905,0.06961493872961923,0.1725507870208007,,,,,,
1160,63366,EGS,rubies-egs61-nod-v3,None,0.0873489763624551,1.6032667300711034,0.06960587475110741,4.419166970453976e-62,1.0,1.0,,"maybe, but not convinced",,
1161,70897,EGS,rubies-egs62-nod-v3,None,0.08685394159389126,1.7865097284363012,0.06921238961060228,2.7039904924671735e-10,,,,,,
1162,18701,UDS,rubies-uds41-nod-v3,None,0.08641526586325697,1.2928928464879053,0.06886368807841874,7.2613773377411705e-47,,,,,,
1163,170289,UDS,rubies-uds31-nod-v3,None,0.08605716028618661,1.9542501658801366,0.0685790216264904,0.9824327257662592,,,,,,
1164,28749,UDS,rubies-uds42-nod-v3,None,0.08602918993914291,2.128056292825958,0.06855678697726214,1.2456604294811837e-09,,,,,,
1165,15795,UDS,rubies-uds41-nod-v3,None,0.08596828153055748,1.4938113982203278,0.06850836847624406,5.418703464028277e-12,,,,,,
1166,134822,UDS,rubies-uds32-nod-v3,None,0.08565488484413551,1.673089262230652,0.06825923306067741,1.488530820938407e-08,,,,,,
1167,166932,UDS,rubies-uds23-nod-v3,None,0.08526490554780863,1.8074229489073046,0.06794920878731155,1.6492750314307724e-11,,,,,,
1168,46460,EGS,rubies-egs63-nod-v3,None,0.08420889603288578,2.17084646296623,0.06710965469818075,0.47020988985062134,,,,,,
1169,40671,UDS,rubies-uds2-v4,None,0.08279870313046579,1.684606859016981,0.06598839965964318,0.010180825723333791,,,,,,
1170,143907,UDS,rubies-uds23-v4,None,0.08244140980989063,2.4607658064536544,0.06570429216298684,0.6109117986660447,,,,,,
1171,147554,UDS,rubies-uds22-v4,None,0.08240372047271174,2.1538674252946843,0.06567432239533312,0.0009507121742117009,,,,,,
1172,55750,UDS,rubies-uds3-nod-v3,None,0.08216033055170457,1.440439186012203,0.06548078161340823,1.1501204310402911e-12,,,,,,
1173,8744,EGS,rubies-egs52-nod-v3,None,0.08182858787735532,1.7829362481294861,0.06521697753820128,0.0013231001435815481,,,,,,
1174,24484,EGS,rubies-egs52-nod-v3,None,0.08093660284211067,2.139924929037488,0.06450762941864359,0.30563317086203723,,,,,,
1175,58660,EGS,rubies-egs62-nod-v3,None,0.08053940299778009,2.0028105682213537,0.0641917410559601,2.5073657219121984e-15,,,,,,
1176,22830,UDS,rubies-uds33-nod-v3,None,0.08044938659086621,2.1321567491792988,0.06412015066031142,1.0906022542564996e-08,,,,,,
1177,986615,EGS,rubies-egs61-nod-v3,None,0.08009900638380929,1.4333668477152364,0.0638414869989643,2.2955280522106395e-102,,,,,,
1178,172212,UDS,rubies-uds23-nod-v3,None,0.07991215710929407,2.8180499580815708,0.06369287922099472,7.383248271182569e-11,,,,,,
1179,156131,UDS,rubies-uds22-nod-v3,None,0.07981141853855653,3.055448278924459,0.06361275738333012,0.3380828936029031,,,,,,
1180,181370,UDS,rubies-uds31-nod-v3,None,0.07977966598875533,1.264536900304233,0.06358750304353951,5.991002504732657e-246,,,,,,
1181,61712,UDS,rubies-uds2-v4,None,0.0788798557495626,1.9580205177199694,0.06287181390824151,1.7151406910342907e-05,,,,,,
1182,162097,UDS,rubies-uds21-nod-v3,None,0.0786010428771703,1.6678289976879892,0.06265004198887998,3.5556862190776426e-06,,,,,,
1183,29123,EGS,rubies-egs63-v4,None,0.07857893666828186,2.3254927376221004,0.06263245817226827,0.06534666827267105,,,,,,
1184,14295,EGS,rubies-egs63-nod-v3,None,0.07650392002725385,3.0033477913931432,0.06098180461319026,1.1812023887944546e-32,,,,,,
1185,30526,EGS,rubies-egs53-nod-v3,None,0.07639584414106493,1.8103693065974105,0.060895824159743615,2.2082110012385073e-24,,,,,,
1186,152850,UDS,rubies-uds31-nod-v3,None,0.07625794686925758,1.5932435212850629,0.06078611808410933,0.10569175461398518,,,,,,
1187,38011,EGS,rubies-egs53-nod-v3,None,0.07606799542673276,1.5804260032822466,0.06063499770669886,2.3779702359433228e-129,,,,,,
1188,-88,EGS,rubies-egs63-nod-v3,None,0.07533019024696774,2.892017424421169,0.06004799862574072,1.499501446247625e-08,1.0,1.0,,,,
1189,930139,EGS,rubies-egs51-v4,None,0.07456516636711658,1.440137408899077,0.059439309850554824,6.8553859334492e-76,,,,,,
1190,36290,EGS,rubies-egs63-nod-v3,None,0.0745453853270332,1.1514476613326041,0.05942357066795647,4.596373609396918e-175,,,,,,
1191,35432,EGS,rubies-egs52-v4,None,0.07420725259799696,1.9829844009657236,0.05915452497376376,0.0017428256961364256,,,,,,
1192,942281,UDS,rubies-uds31-nod-v3,None,0.07404040096347361,1.3244743223687003,0.059021761855192784,2.174502129681489e-102,,,,,,
1193,959606,UDS,rubies-uds3-v4,None,0.07344127579320332,2.2048681306307376,0.058545027075643734,1.670405058705791e-12,,,,,,
1194,57270,EGS,rubies-egs61-nod-v3,None,0.0727508457670896,2.8223241624890907,0.05799561335881943,6.113052188016969e-36,,,,,,
1195,48483,EGS,rubies-egs62-nod-v3,None,0.07241025269588464,1.5293709555027635,0.05772457425646681,4.4349666292877485e-28,,,,,,
1196,64593,UDS,rubies-uds3-nod-v3,None,0.07238091696053697,2.962592624256655,0.05770122898407907,6.356059293864592e-67,,,,,,
1197,54846,UDS,rubies-uds33-nod-v3,None,0.07217262572164623,1.2672663824689325,0.0575354701430728,1.1195490429620802e-71,,,,,,
1198,21865,EGS,rubies-egs63-nod-v3,None,0.07208788718169408,1.7849981018928616,0.05746803422565023,2.5648716511830598e-83,,,,,,
1199,178444,UDS,rubies-uds23-nod-v3,None,0.07187816255156199,2.1119885763506607,0.05730113115097745,1.134682510635118e-290,,,,,,
1200,65376,UDS,rubies-uds3-nod-v3,None,0.07177430379016152,1.7616939810979078,0.057218477329860885,2.5243534729950384e-64,,,,,,
1201,170002,UDS,rubies-uds21-nod-v3,None,0.07158137998740773,1.5239438028217296,0.05706494132546197,1.3192223068554666e-126,,,,,,
1202,73534,EGS,rubies-egs62-nod-v3,None,0.07141245394873763,2.2345364546733064,0.05693050190128456,3.705343436947258e-56,,,,,,
1203,9974,EGS,rubies-egs52-v4,None,0.07098659343932053,1.7789933699986438,0.05659157454244292,0.08858670997688999,,,,,,
1204,46959,EGS,rubies-egs53-nod-v3,None,0.07076504657088765,1.6932839846954255,0.056415249148527115,0.0003978814742047292,,,,,,
1205,140542,UDS,rubies-uds31-nod-v3,None,0.07063869791817423,1.5711669721784252,0.05631468916102767,1.7506432612656582e-118,,,,,,
1206,912731,UDS,rubies-uds22-v4,None,0.07027982075470135,1.4000974565792452,0.05602905650798532,8.056599665356711e-14,,0.0,,v4 prism Ha looks narrow,,
1207,25466,UDS,rubies-uds33-v4,None,0.06877204145549162,2.1534565153983785,0.05482892693181538,0.13001700654760928,0.0,,,,,
1208,40931,EGS,rubies-egs53-nod-v3,None,0.06728512857611774,2.0056734742569997,0.05364528426521734,1.3247268630757047e-16,,,,wrong-z,,
1209,40556,EGS,rubies-egs63-nod-v3,None,0.0671576291237129,1.4269921030006552,0.05354378400527174,7.175963262476441e-224,1.0,0.0,,Broad Narrow,,
1210,59200,EGS,rubies-egs62-nod-v3,None,0.06706291484983191,1.228037361460385,0.05346838293504718,2.523772074630415e-106,,,,,,
1211,40641,UDS,rubies-uds3-nod-v3,None,0.06649997585316052,1.5969173808765311,0.05302022306492458,1.282926839723066e-28,,,,,,
1212,12997,EGS,rubies-egs63-nod-v3,None,0.06647241166224156,1.2547906225148662,0.052998278578057216,0.0,,,,,,
1213,68903,EGS,rubies-egs61-nod-v3,None,0.06627307017728505,1.6324822779413786,0.052839577037599034,0.03239234992427318,,,,,,
1214,61652,UDS,rubies-uds2-nod-v3,None,0.0662119293670286,1.366971504775721,0.05279090064399408,1.5637072588342174e-15,,,,,,
1215,36319,UDS,rubies-uds2-nod-v3,rubies-uds1-nod-v3,0.06592077286320051,3.3614387786494313,0.052559097800254,0.03170033853134962,,,,,,
1216,154711,UDS,rubies-uds23-nod-v3,None,0.06578767231213406,2.2604044795255387,0.0524531289566184,6.436324138218132e-09,,,,,,
1217,137200,UDS,rubies-uds32-nod-v3,None,0.06445589878151514,1.5763080998084065,0.05139277827418397,2.0761239886210048e-22,1.0,,,,,
1218,31760,EGS,rubies-egs62-nod-v3,None,0.06412195929107405,2.1628953830233124,0.051126883160981955,1.5452334912367686e-75,1.0,,,Broad OII,,
1219,18302,UDS,rubies-uds1-nod-v3,None,0.06373692307065222,3.9214288480403328,0.05082029585490306,0.25054635975558887,,,,,,
1220,28995,UDS,rubies-uds43-nod-v3,rubies-uds41-nod-v3,0.06357681858018248,1.1758073680108734,0.05069280951571881,1.0285042180852931e-109,,,,,,
1221,44376,EGS,rubies-egs62-nod-v3,None,0.06348482138342519,2.660462353863528,0.05061955435704373,3.2540905635720795e-19,,,,,,
1222,15072,UDS,rubies-uds1-nod-v3,None,0.06322016120184726,2.313584158855075,0.05040880942595974,3.492462345246857e-21,,,,,,
1223,24929,UDS,rubies-uds41-nod-v3,None,0.06252083045937289,2.727957000901002,0.049851925919776385,1.4887108641114924e-48,,,,,,
1224,57065,UDS,rubies-uds2-nod-v3,None,0.06110408265152144,1.9407349567456813,0.04872368225693196,4.372731369393852e-06,,,,,,
1225,54720,UDS,rubies-uds2-nod-v3,None,0.060622038937417785,1.4742405065629782,0.04833977873167051,1.6944392285276126e-21,,,,,,
1226,48456,EGS,rubies-egs61-nod-v3,None,0.06041481796013357,1.36921929251313,0.04817474281079848,7.47647298646626e-21,,,,,,
1227,145817,UDS,rubies-uds21-nod-v3,None,0.060179950586238394,1.8534401784735406,0.04798768611701573,1.0716288022877162e-05,0.0,,,,,
1228,153532,UDS,rubies-uds23-nod-v3,None,0.06006149459928366,2.0724288729316327,0.047893342570543056,0.00037036938259932793,,,,,,
1229,158881,UDS,rubies-uds23-nod-v3,None,0.06001156987615695,2.246640555775464,0.04785358012895095,0.0025823631814966544,,,,,,
1230,61294,EGS,rubies-egs62-nod-v3,None,0.059344734799680214,2.532782367501504,0.04732246933995965,1.861421172154916e-150,,,,,,
1231,22577,UDS,rubies-uds33-v4,None,0.05931738348686903,1.575625842899909,0.04730068452668703,2.8952666256534563e-06,,,,,,
1232,10008,UDS,rubies-uds43-nod-v3,None,0.05872878525522676,3.113316790109256,0.04683186841660809,4.698119787869049e-56,,,,,,
1233,41172,EGS,rubies-egs63-v4,None,0.0585739250559075,1.5997245354355047,0.04670852019496852,6.788768560006536e-05,,,,,,
1234,64453,EGS,rubies-egs62-nod-v3,None,0.058566591142576445,2.0745458284731466,0.04670267860706051,6.946571298739651e-17,,,,,,
1235,154518,UDS,rubies-uds22-nod-v3,None,0.05846342367853961,1.9071273010853025,0.046620503684576604,0.08884717683415429,,,,,,
1236,166691,UDS,rubies-uds23-nod-v3,None,0.0583318666942783,2.619797316476269,0.04651571522971356,0.9100251053937056,,,,,,
1237,32244,UDS,rubies-uds43-nod-v3,None,0.056878938905332216,2.125081295510698,0.045358368533972446,4.877731843841379e-12,,,,,,
1238,148683,UDS,rubies-uds21-nod-v3,None,0.05614296605632773,1.9979117662627208,0.04477208406771375,1.9685025021624906e-23,,,,,,
1239,44238,UDS,rubies-uds1-nod-v3,None,0.05610548993832284,2.848870210147098,0.04474222950867751,3.361053982934209e-05,,,,,,
1240,57121,UDS,rubies-uds3-nod-v3,None,0.055862841668881794,2.8195319665531424,0.0445489273651239,0.4039713766091177,,,,,,
1241,42712,UDS,rubies-uds2-nod-v3,None,0.055518482485008354,3.0625479372366,0.04427459423553625,0.9702888657407649,,,,,,
1242,64705,EGS,rubies-egs61-nod-v3,None,0.05548845292248382,1.9811812802388309,0.04425067098901997,4.965702029271449e-129,,,,,,
1243,47308,UDS,rubies-uds1-nod-v3,None,0.055291879063361325,1.9276975998435666,0.044094068160636775,1.6004185267251718e-25,,,,,,
1244,904717,UDS,rubies-uds32-nod-v3,None,0.05469179162015585,1.7927866614195305,0.043615991085431426,4.350262868254264e-36,,,,,,
1245,73021,EGS,rubies-egs62-nod-v3,None,0.054555613545311944,1.400913843703384,0.043507498679919515,9.91726938533783e-11,,,,,,
1246,42143,EGS,rubies-egs61-nod-v3,None,0.0545271658621399,1.2921828522766061,0.04348483444817033,2.040328979171984e-07,,,,,,
1247,945967,UDS,rubies-uds32-nod-v3,None,0.05423394363974844,1.756006177953575,0.04325122264401602,2.2294963915491148e-10,,,,,,
1248,63849,EGS,rubies-egs62-nod-v3,None,0.053820937819717,2.085440210854157,0.042922172272802005,3.3070462591298834e-07,,,,,,
1249,176276,UDS,rubies-uds21-nod-v3,None,0.053534911041776344,1.898222490916962,0.04269428446888155,4.111954996035325e-17,,,,,,
1250,71171,EGS,rubies-egs61-nod-v3,None,0.053214734782124753,1.5758813117582784,0.04243918440825666,0.023794830995140497,,,,,,
1251,25382,UDS,rubies-uds42-nod-v3,None,0.05280783866995931,1.657996765489829,0.042114984138162254,0.03205926770674738,,,,,,
1252,14633,UDS,rubies-uds43-nod-v3,None,0.05263905935759523,2.707218193822798,0.04198050477107744,2.135141892197334e-22,,,,,,
1253,22600,UDS,rubies-uds1-nod-v3,None,0.05261905228742314,1.3838812181994034,0.04196456353113781,2.9654634671598446e-23,,,,,,
1254,29523,UDS,rubies-uds33-v4,None,0.05257141860538156,1.6641491050852937,0.04192660988279336,0.06299413862101054,,,,,,
1255,180239,UDS,rubies-uds23-v4,None,0.05245510325576924,2.5280801909655777,0.04183393153622064,0.5485937195206073,,,,,,
1256,156204,UDS,rubies-uds32-nod-v3,None,0.05235079356072243,1.6712315223460872,0.0417508186362965,8.177237913057153e-05,,,,,,
1257,64263,EGS,rubies-egs62-nod-v3,None,0.05227374042456578,1.769556349262401,0.04168942319267481,0.0008202743536271811,,,,,,
1258,24053,EGS,rubies-egs51-nod-v3,None,0.05226895973044186,1.3396647727616986,0.041685613958174154,1.3405365465209185e-20,,,,,,
1259,62792,UDS,rubies-uds3-nod-v3,None,0.05180632603170368,2.0504224827283797,0.04131698512197775,0.05295446187031877,,,,,,
1260,15571,UDS,rubies-uds1-nod-v3,None,0.05134730594450769,2.003591793953816,0.040951226897344456,3.738419013331033e-130,,,,,,
1261,61908,UDS,rubies-uds2-v4,None,0.05129998015771747,2.894730908580553,0.04091351608279827,0.9967908723805647,,,,,,
1262,146272,UDS,rubies-uds32-nod-v3,None,0.05095372708538409,1.7477675342328824,0.0406376069464403,6.540302938641977e-20,,,,,,
1263,49590,UDS,rubies-uds2-nod-v3,None,0.05043082527011138,2.0209202974011236,0.04022092738221234,0.009840782833354994,,,,,,
1264,12780,UDS,rubies-uds43-nod-v3,None,0.05031258529391675,2.003374101587644,0.04012670514210277,1.5411017610484974e-13,,,,,,
1265,3859,UDS,rubies-uds42-v4,None,0.04985562347306712,2.4780865079804437,0.03976255936488468,0.1478563064187506,,,,,,
1266,168795,UDS,rubies-uds31-nod-v3,None,0.0497053499976477,1.9802790433176003,0.03964280695006587,0.20421767499168242,,,,,,
1267,164279,UDS,rubies-uds31-nod-v3,None,0.04953287754142139,3.165006512732263,0.039505363141642914,0.9905904070428171,,,,,,
1268,144797,UDS,rubies-uds32-nod-v3,None,0.04936902586149812,1.8212829926949026,0.03937478816756084,0.00035712377573019974,,,,,,
1269,38822,UDS,rubies-uds43-nod-v3,None,0.048951320747029896,1.894276869419536,0.03904191018817142,2.8328792058332927e-07,,,,,,
1270,149177,UDS,rubies-uds23-nod-v3,None,0.04847615347593916,1.463724804662399,0.03866323113701842,8.612884004392968e-132,,,,,,
1271,982183,UDS,rubies-uds32-v4,None,0.04799283702271116,1.5915494001729311,0.038278048741706164,8.299592527770039e-87,,,,,,
1272,163013,UDS,rubies-uds31-nod-v3,None,0.047939955865047866,2.283597986623257,0.038235904192917954,0.7008905865734337,,,,,,
1273,21077,EGS,rubies-egs63-nod-v3,None,0.04768381588122936,1.1481167375432628,0.038031767514195375,2.6982394697448064e-10,,,,,,
1274,149475,UDS,rubies-uds21-nod-v3,None,0.04758594115484355,2.575473157339339,0.0379537633303035,1.3312363923523685e-32,,,,,,
1275,127651,UDS,rubies-uds32-nod-v3,None,0.04743756053392456,2.633352730913167,0.037835506273968804,0.0006062533941281191,,,,,,
1276,173825,UDS,rubies-uds21-nod-v3,None,0.04714218142486151,2.7193323431163168,0.0376000912244347,0.8920364615571977,,,,,,
1277,156302,UDS,rubies-uds32-nod-v3,None,0.04667698158931158,2.095746349006697,0.03722932362449161,5.455356311862817e-126,,,,,,
1278,21892,EGS,rubies-egs52-nod-v3,None,0.046557949316589846,1.4754299858241544,0.037134452754055,1.1828914119236626e-48,,,,,,N
1279,42557,EGS,rubies-egs53-nod-v3,None,0.04644451644574133,1.1529909207571654,0.03704404421873739,1.5480055936826767e-65,,,,,,
1280,57328,EGS,rubies-egs53-nod-v3,None,0.04618858385439649,1.6366787285910254,0.036840058470877894,5.589280460878219e-20,,,,,,
1281,14871,UDS,rubies-uds43-nod-v3,None,0.04577629458610711,26.629798882932615,0.03651144682087745,9.386607516560111e-27,,,,,,
1282,55077,EGS,rubies-egs62-nod-v3,None,0.04573777164207175,2.6053177882418836,0.03648074211873801,0.9999968103828643,,,,,,
1283,179390,UDS,rubies-uds31-v4,None,0.04542356587071424,1.9429943180306093,0.03623030247742705,0.6613359870092904,,,,,,
1284,152687,UDS,rubies-uds21-nod-v3,None,0.045247411791282964,1.9561175733782277,0.03608989622042234,2.0736817476403862e-06,,,,,,
1285,58355,EGS,rubies-egs61-nod-v3,None,0.04518448090342228,1.645822541257583,0.03603973593871769,5.032950618452187e-06,,,,,,
1286,36208,UDS,rubies-uds2-v4,None,0.04515103617345072,1.6900890577695726,0.036013078111576766,0.048724627498164634,0.0,,,prism only,,
1287,34245,UDS,rubies-uds43-v4,None,0.04490111904090489,1.5102950263125166,0.035813875119794884,6.34796007932496e-20,,,,,,
1288,1808,EGS,rubies-egs51-nod-v3,None,0.04483133328510941,1.208440002528246,0.035758250156797476,6.381346715348067e-120,,,,,,
1289,18406,EGS,rubies-egs52-nod-v3,None,0.044565030083679846,1.4580168697281926,0.035545983097551685,6.274404128910681e-28,,,,,,
1290,41445,UDS,rubies-uds41-nod-v3,None,0.04407358568482799,1.7717586313552924,0.03515425211133883,1.5699566220639566e-49,1.0,1.0,,refit with broad OIII,,
1291,36965,EGS,rubies-egs63-v4,None,0.04393016039096763,1.4749497663010613,0.03503992601451042,5.7003968262775874e-30,,,,,,
1292,1521,EGS,rubies-egs52-v4,None,0.04377295341421725,2.791864455355393,0.03491461353835995,0.9848148652629796,,,,,,
1293,37918,UDS,rubies-uds1-v4,None,0.043503721051472564,2.6455539845908556,0.03470000163402389,0.7751455420353454,,,,,,
1294,67943,EGS,rubies-egs61-nod-v3,None,0.043367704574438615,1.3420212782749212,0.034591578514167665,5.804988772100583e-19,,,,,,
1295,64132,EGS,rubies-egs61-nod-v3,None,0.04250752741669567,1.912355267682697,0.033905888835063076,2.1849685032001976e-08,,,,,,
1296,63221,EGS,rubies-egs53-nod-v3,None,0.04243297414101954,1.721160635319314,0.033846457550397974,0.16259257879698,,,,,,
1297,17854,UDS,rubies-uds43-nod-v3,None,0.042312414788942806,1.6185534072747716,0.03375035142015855,6.886420341432739e-20,,,,,,
1298,158813,UDS,rubies-uds32-v4,None,0.042301229581520314,2.303367367249651,0.03374143489911265,0.05834567982336388,,,,,,
1299,34438,EGS,rubies-egs53-nod-v3,None,0.04216525390851107,1.7398782046080004,0.03363303872241839,1.1881288398790175e-07,,,,,,
1300,174698,UDS,rubies-uds23-nod-v3,None,0.04194117813441945,1.6689197581866528,0.03345441014195604,1.0220751395367677e-19,,,,,,
1301,59422,UDS,rubies-uds2-nod-v3,None,0.04167992514659664,2.746935686263645,0.033246142535296404,0.685960231067067,,,,,,
1302,60404,UDS,rubies-uds2-nod-v3,None,0.0416367041450759,2.4868288991534198,0.033211687075721655,0.9819105012153599,,,,,,
1303,15818,EGS,rubies-egs51-nod-v3,None,0.041601605453131386,5.475173500547497,0.03318370661504739,2.3194910871298703e-295,1.0,1.0,1.0,Broad OII?,,N
1304,61168,EGS,rubies-egs63-nod-v3,None,0.04141284996503479,2.9481800096069968,0.03303323120467455,0.9260392332812772,,,,,,
1305,30677,UDS,rubies-uds42-nod-v3,rubies-uds41-nod-v3,0.041297481375021323,2.142340879733455,0.032941259069248295,5.432557313185895e-07,,,,,,
1306,175129,UDS,rubies-uds23-nod-v3,None,0.040421787572607004,2.5918202257599905,0.03224313952857932,0.985018052716283,,,,,,
1307,58165,UDS,rubies-uds2-nod-v3,None,0.039689555952085905,1.8176852170723805,0.031659371739674015,0.04923750964802582,,,,,,
1308,12073,UDS,rubies-uds33-nod-v3,None,0.038898063674209025,1.6696292206892343,0.031028339633598873,3.566911799772521e-09,,,,,,
1309,20216,EGS,rubies-egs51-nod-v3,None,0.03858683570066982,1.8003129207147879,0.030780201934060367,2.634603852058355e-50,,,,,,
1310,960332,UDS,rubies-uds3-v4,None,0.038232710573704386,1.4164018285111755,0.030497859312513167,1.597021834735689e-20,,,,,,
1311,39349,UDS,rubies-uds41-nod-v3,None,0.03775717973314896,3.1544098876659996,0.030118714368836858,0.9493724465653984,,,,,,
1312,44788,EGS,rubies-egs53-nod-v3,None,0.03691489132259973,1.3332781998679943,0.029447133718164018,5.703927887914823e-14,,,,,,
1313,149614,UDS,rubies-uds32-nod-v3,None,0.03685352586015476,2.322120636010269,0.029398204457223232,0.11158777327979154,,,,,,
1314,14054,EGS,rubies-egs52-nod-v3,None,0.03674031672869361,1.7357448799579396,0.02930793777097966,1.4116217824638265e-07,,,,,,
1315,39435,UDS,rubies-uds33-nod-v3,None,0.0366918342321616,1.548073859277671,0.029269280400739273,5.012461477062793e-07,,,,,,
1316,181919,UDS,rubies-uds23-nod-v3,None,0.03619395325379188,1.9580283925013902,0.028872292563321564,0.0,,,,,,
1317,8321,EGS,rubies-egs51-nod-v3,None,0.03603865636393198,2.2736071927232544,0.028748464359006496,8.827178352794496e-134,,,,,,
1318,26058,EGS,rubies-egs53-nod-v3,None,0.03597734678430927,3.2713760304656847,0.028699578094661955,0.12218146092109962,,,,,,
1319,38020,UDS,rubies-uds1-nod-v3,None,0.03576212497450925,2.146802041724719,0.028527966372402062,1.5807593721252856e-39,,,,,,
1320,176802,UDS,rubies-uds21-nod-v3,None,0.03545837734159776,1.5098595947736948,0.02828576444226792,5.943333433603232e-12,,,,,,
1321,21142,UDS,rubies-uds33-nod-v3,None,0.03541200513074121,1.3486886989071842,0.028248787993257883,7.361165677301503e-13,,,,,,
1322,55295,UDS,rubies-uds3-nod-v3,None,0.03528451822119305,2.7053842855609074,0.0281471316860943,0.5516373678643519,,,,,,
1323,26554,UDS,rubies-uds33-nod-v3,None,0.0348919484604817,1.7812116454069753,0.02783409909669453,6.808739643649877e-05,,,,,,
1324,46538,EGS,rubies-egs53-nod-v3,None,0.03486716059372949,1.662980224955253,0.027814333267564797,7.835614115291219e-12,,,,,,
1325,149494,UDS,rubies-uds31-nod-v3,None,0.03442410431014781,2.0618686595981255,0.027461037599757248,0.030559422432410423,,,,,,
1326,18832,UDS,rubies-uds41-nod-v3,None,0.033934252477376574,2.028588428734664,0.027070420618409814,6.400899635259052e-62,,,,,,
1327,48367,EGS,rubies-egs63-v4,None,0.0338322228984251,1.7197285269728382,0.026989059510340183,0.00039913560612584424,0.0,,,,,
1328,144141,UDS,rubies-uds21-nod-v3,None,0.03371649301977795,1.7555348031120401,0.026896773077910482,1.949901401987896e-08,,,,,,
1329,808679,UDS,rubies-uds43-nod-v3,None,0.033538861973261884,1.5879774439106997,0.026755124120993908,9.457848502330872e-56,,0.0,,,,
1330,62736,EGS,rubies-egs62-nod-v3,None,0.03303405481721753,2.1999079037688754,0.026352569364043697,0.3688529144150664,,,,,,
1331,157488,UDS,rubies-uds23-nod-v3,None,0.032866559676606365,2.205164945623299,0.026219000106771813,9.54412504012289e-07,,,,,,
1332,42905,UDS,rubies-uds33-nod-v3,None,0.03209211306027623,1.7021444614557764,0.02560140696154223,0.030753703199634535,,,,,,
1333,33287,EGS,rubies-egs53-nod-v3,None,0.03201818526006125,2.389480351817822,0.0255424514083082,1.4579384100891783e-74,,,,,,
1334,32200,UDS,rubies-uds33-nod-v3,None,0.031683431001396874,1.4278600660282366,0.025275491601140464,4.5247662024525786e-30,,,,,,
1335,53826,UDS,rubies-uds3-nod-v3,None,0.03161590282107621,1.7148113367287585,0.025221638887579105,0.44142156026491225,,,,,,
1336,138358,UDS,rubies-uds21-v4,None,0.03159971420038393,2.8445414386844625,0.025208728687669598,0.9981795152895948,,,,,,
1337,39176,EGS,rubies-egs53-nod-v3,None,0.029912964005590664,1.4864155688867624,0.02386353330459153,3.613013563445587e-144,1.0,1.0,,,,
1338,155916,UDS,rubies-uds23-nod-v3,None,0.02958769360619673,3.0297891167994977,0.023604119902452515,0.0007216860715267341,,,,,,
1339,21944,UDS,rubies-uds33-nod-v3,None,0.029554648101663996,3.5896189215548664,0.02357776493020995,0.058691659780465484,,,,,,
1340,18410,EGS,rubies-egs52-nod-v3,None,0.029498642758623524,1.743890392582801,0.023533098606485232,8.819859297908264e-19,,,,,,
1341,32713,UDS,rubies-uds41-nod-v3,None,0.029061089469794667,1.7126705159862279,0.023184131214363014,1.6230706308610144e-66,,,,,,
1342,845385,UDS,rubies-uds43-nod-v3,None,0.02776316755644028,1.7019522097171849,0.022148957337096813,6.801062519436629e-27,,,,,,
